City,Total Crimes,Crime List
תל אביב יפו,27680.0,"{'גניבות אחרות': 4934, '(תקיפה (למעט עובדי ציבור': 2437, 'גניבה שמוש רכב ללא רשות': 2260, 'איומים': 1972, 'גניבה מתוך רכב': 1925, 'גרימת נזק לרכוש בזדון': 1626, 'גניבת אופניים': 1426, 'עבירות נגד הסדר הצבורי': 1106, 'עבירות על חוק הכניסה לישראל': 978, 'החזקת סמים שלא לצריכה עצמית': 652, 'עבירות הנוגעות לנחלת משפט': 627, 'התפרצות לבתי עסק ומוסדות': 605, 'התפרצות לבית דירה': 575, 'סחריבוא ויצוא סמים': 575, 'מרמה ועושק': 556, 'הסגות גבול': 552, 'תקיפת והכשלת שוטר': 466, 'עבירות פיסקליות': 427, 'שמוש בסמים מסוכנים': 290, 'גניבת חלקי רכב': 288, 'עבירות טכניות': 266, 'החזקת רכוש גנוב': 254, 'חבלה גופנית חמורה': 253, 'רשלנות ופחזות פלילית': 240, 'שאר עבירות מרמה': 205, 'החזקת כלי פריצה': 184, 'זיוף מסמכים והפצתם': 174, 'מעשה מגונה בכח': 151, 'מטרד רעש וחסימת דרך': 143, 'פגיעה בפרטיות': 125, 'עבירות אחרות כלפי בטחון': 101, 'שוד בנסיבות חמורות': 97, 'קטטות והפרעות ברחובות': 90, 'הצתה': 89, 'הטרדה מינית': 82, 'שוד': 70, 'סחיטה': 68, 'מלאכותתעשיותעסקים': 67, 'תקיפת עובדי צבור בתפקיד': 52, 'אינוס בכח או באיומים': 51, 'מעשה מגונה בפומבי': 50, 'תקיפה לשם גניבה': 39, 'עבירות נגד המחשב': 38, 'כייסות': 33, 'עבירות על פקוח כלכלי': 33, 'עבירות אחרות כלפי חיי אדם': 28, 'התקהלות או התאגדות': 24, 'משחקים אסורים והימורים': 22, 'גניבה ע""י עובדים וסוכנים': 21, 'חטיפהכפייה ומאסר שווא': 21, 'סעיפי הגדרה': 20, 'אחרים': 19, 'פרסום דברי תועבה': 17, 'רצח': 17, 'אינוס ובעילה שלא כחוק': 16, 'ידוי אבנים': 16, 'עבירות הנוגעות לנשואין': 16, 'תקיפת שוטר בנסיבות חמורות': 15, 'נסיון לרצח': 13, 'שגיאת הזנה': 10, 'עבירות על חוק עובדים זרים': 9, 'מעשה מגונה שלא בכח': 8, 'עבירות מנהליות אחרות': 8, 'אי נקיטת אמצעי בטיחות': 7, 'זיוף כסף ובולים': 7, 'נהול או החזקת בית בושת': 7, 'עבירות כלפי הרכוש': 7, 'גידולייצור והפקת-סמים': 6, 'מרד והסתה למרד': 6, 'עבירות קניין רוחני': 6, 'הקמת מחסום': 5, 'חטיפת ארנקים': 5, 'חניה אסורה': 5, 'נשיאה וייצור סכינים ופגיונות': 5, 'עבירות הקשורות בדיני עבודה': 5, 'עבירות נגד הסביבה': 5, 'עבירות תעבורה': 5, 'אי ציות לרמזור': 4, 'נהיגה בתקופת פסילה': 4, 'ניצול קטינים לזנות': 4, 'קטטות והפרעות במוסדות': 4, 'הפרעות במהלך בחירות תקין': 3, 'נשקתחמושת וחמרי נפץ': 3, 'סחר והחזקה בחלקי רכב גנובים': 3, 'עבירות סדר ציבורי': 3, 'עבירות על חוקי חרום': 3, 'שאר עבירות': 3, 'שכרות': 3, 'הסתה': 2, 'נסיעה לאחור': 2, 'עבירות נגד גוף': 2, 'עבירות רשוי': 2, 'עבירות שירות בטחון-ציוד': 2, 'פגיעה בבעלי - חיים': 2, 'גניבה ע""י עובד צבור': 1, 'גרימת מות ברשלנות': 1, 'התנהגות רוכבי אופניים': 1, 'זיוף סימני זיהוי של רכב': 1, 'חובות מוסדות ובעלי מקצוע': 1, 'חניה בתחום מוגבל': 1, 'מסירת סודות רשמיים': 1, 'משיכת שיק ללא כסוי': 1, 'סרסרות לזנות': 1, 'עבירות המיוחסות לדת': 1, 'עבירות כלכליות': 1, 'עבירות כלפי המוסר': 1, 'עבירות מרמה': 1, 'פניה לא נכונה': 1, 'קבלת רכוש גנוב': 1, 'שאר עבירות הקשורות ברכוש': 1, 'שדול למעשה זנות': 1, 'שוחד': 1}"
ירושלים,21896.0,"{'(תקיפה (למעט עובדי ציבור': 3143, 'איומים': 2512, 'גניבות אחרות': 2118, 'גרימת נזק לרכוש בזדון': 1522, 'עבירות נגד הסדר הצבורי': 1423, 'עבירות הנוגעות לנחלת משפט': 984, 'עבירות על חוק הכניסה לישראל': 852, 'מרמה ועושק': 761, 'גניבה שמוש רכב ללא רשות': 737, 'תקיפת והכשלת שוטר': 686, 'עבירות אחרות כלפי בטחון': 461, 'מטרד רעש וחסימת דרך': 452, 'סחריבוא ויצוא סמים': 415, 'חבלה גופנית חמורה': 390, 'החזקת סמים שלא לצריכה עצמית': 315, 'הסגות גבול': 314, 'התפרצות לבית דירה': 290, 'עבירות פיסקליות': 281, 'גניבה מתוך רכב': 279, 'זיוף מסמכים והפצתם': 277, 'מעשה מגונה בכח': 248, 'שאר עבירות מרמה': 222, 'מרד והסתה למרד': 221, 'ידוי אבנים': 217, 'רשלנות ופחזות פלילית': 194, 'גניבת אופניים': 179, 'שמוש בסמים מסוכנים': 175, 'גניבת חלקי רכב': 167, 'פגיעה בפרטיות': 133, 'התפרצות לבתי עסק ומוסדות': 128, 'הצתה': 120, 'קטטות והפרעות ברחובות': 119, 'הטרדה מינית': 114, 'סחיטה': 113, 'התקהלות או התאגדות': 112, 'עבירות טכניות': 104, 'החזקת רכוש גנוב': 83, 'אינוס בכח או באיומים': 79, 'מעשה מגונה בפומבי': 78, 'תקיפת שוטר בנסיבות חמורות': 73, 'החזקת כלי פריצה': 71, 'עבירות נגד המחשב': 54, 'עבירות על פקוח כלכלי': 45, 'שגיאת הזנה': 44, 'תקיפת עובדי צבור בתפקיד': 42, 'עבירות הנוגעות לנשואין': 41, 'עבירות אחרות כלפי חיי אדם': 29, 'חטיפהכפייה ומאסר שווא': 26, 'נשקתחמושת וחמרי נפץ': 24, 'סעיפי הגדרה': 23, 'עבירות המיוחסות לדת': 22, 'כייסות': 21, 'גניבה ע""י עובדים וסוכנים': 19, 'עבירות קניין רוחני': 18, 'אחרים': 17, 'אינוס ובעילה שלא כחוק': 16, 'נהיגה בתקופת פסילה': 16, 'עבירות שירות בטחון-ציוד': 15, 'מלאכותתעשיותעסקים': 14, 'הסתה': 13, 'מעשה מגונה שלא בכח': 13, 'פרסום דברי תועבה': 12, 'רצח': 12, 'שוד': 12, 'שוד בנסיבות חמורות': 11, 'נסיון לרצח': 10, 'עבירות על חוקי חרום': 10, 'עבירות נגד הסביבה': 9, 'שכרות': 9, 'השלכת בקבוק תבערה - בטחון': 8, 'זיוף כסף ובולים': 8, 'עבירות סדר ציבורי': 8, 'נהול או החזקת בית בושת': 7, 'הצתה על רקע לאומני': 6, 'סרסרות לזנות': 6, 'עבירות כלפי המוסר': 6, 'עבירות תעבורה': 6, 'שאר עבירות': 6, 'הפרעות במהלך בחירות תקין': 5, 'הקמת מחסום': 5, 'נשיאה וייצור סכינים ופגיונות': 5, 'פגיעה בבעלי - חיים': 5, 'תקיפה לשם גניבה': 5, '(עבירות אמל""ח (אמצעי לחימה': 4, 'עבירות על חוק עובדים זרים': 4, 'קטטות והפרעות במוסדות': 4, 'אחר - כלפי גוף אדם': 3, 'גידולייצור והפקת-סמים': 3, 'הכשלת עובד ציבור': 3, 'עבירות נגד גוף': 3, 'בגידה ורגול': 2, 'גרימת מות ברשלנות': 2, 'עבירות הקשורות בדיני עבודה': 2, 'עבירות מין': 2, 'עבירות מנהליות אחרות': 2, 'אי מתן זכות קדימה לרכב': 1, 'גניבה ע""י עובד צבור': 1, 'הבאת אדם למעשה סדום': 1, 'חובות מוסדות ובעלי מקצוע': 1, 'חניה בתחום מוגבל': 1, 'לקויים מכניים': 1, 'משחקים אסורים והימורים': 1, 'משיכת שיק ללא כסוי': 1, 'ניצול קטינים לזנות': 1, 'עבירות בטחון': 1, 'עבירות המסכנות את בריאות הצבור': 1, 'עבירות כלכליות': 1, 'עבירות כלפי הרכוש': 1, 'עבירות מרמה': 1, 'עבירות תוך נסיעה קלות': 1, 'שוחד': 1, 'שוטטות למטרות גניבה': 1}"
באר שבע,12185.0,"{'איומים': 2047, '(תקיפה (למעט עובדי ציבור': 2043, 'גניבות אחרות': 1289, 'גרימת נזק לרכוש בזדון': 975, 'עבירות נגד הסדר הצבורי': 663, 'גניבה שמוש רכב ללא רשות': 581, 'עבירות הנוגעות לנחלת משפט': 514, 'גניבה מתוך רכב': 320, 'מרמה ועושק': 284, 'גניבת חלקי רכב': 281, 'הסגות גבול': 281, 'תקיפת והכשלת שוטר': 236, 'סחריבוא ויצוא סמים': 224, 'החזקת סמים שלא לצריכה עצמית': 191, 'חבלה גופנית חמורה': 173, 'עבירות פיסקליות': 170, 'עבירות על חוק הכניסה לישראל': 162, 'פגיעה בפרטיות': 136, 'רשלנות ופחזות פלילית': 121, 'הטרדה מינית': 119, 'התפרצות לבתי עסק ומוסדות': 108, 'התפרצות לבית דירה': 101, 'גניבת אופניים': 87, 'קטטות והפרעות ברחובות': 87, 'מעשה מגונה בכח': 75, 'זיוף מסמכים והפצתם': 64, 'שאר עבירות מרמה': 56, 'אינוס בכח או באיומים': 54, 'עבירות אחרות כלפי בטחון': 53, 'סחיטה': 52, 'שמוש בסמים מסוכנים': 50, 'הצתה': 41, 'חטיפהכפייה ומאסר שווא': 39, 'מלאכותתעשיותעסקים': 34, 'מעשה מגונה בפומבי': 34, 'מטרד רעש וחסימת דרך': 32, 'עבירות נגד המחשב': 32, 'אחרים': 29, 'עבירות טכניות': 29, 'החזקת רכוש גנוב': 27, 'ידוי אבנים': 23, 'החזקת כלי פריצה': 22, 'שוד בנסיבות חמורות': 22, 'עבירות אחרות כלפי חיי אדם': 20, 'נהיגה בתקופת פסילה': 17, 'עבירות על פקוח כלכלי': 17, 'גניבה ע""י עובדים וסוכנים': 15, 'עבירות הנוגעות לנשואין': 15, 'שוד': 14, 'תקיפת שוטר בנסיבות חמורות': 13, 'תקיפת עובדי צבור בתפקיד': 11, 'אינוס ובעילה שלא כחוק': 10, 'שגיאת הזנה': 9, 'משחקים אסורים והימורים': 7, 'שכרות': 6, 'תקיפה לשם גניבה': 6, 'נסיון לרצח': 5, 'פרסום דברי תועבה': 5, 'עבירות מנהליות אחרות': 4, 'רצח': 4, 'אי ציות לרמזור': 3, 'התקהלות או התאגדות': 3, 'עבירות סדר ציבורי': 3, 'שמוש בדרך שלא כחוק': 3, 'הקמת מחסום': 2, 'התבטאויות גזעניות': 2, 'מעשה מגונה שלא בכח': 2, 'עבירות הקשורות בדיני עבודה': 2, 'עבירות כלפי הרכוש': 2, 'עבירות על חוקי חרום': 2, 'פניה לא נכונה': 2, 'קבלת רכוש גנוב': 2, 'בגידה ורגול': 1, 'גרימת מות ברשלנות': 1, 'הבאת אדם למעשה סדום': 1, 'הסתה': 1, 'הפרעות במהלך בחירות תקין': 1, 'השלכת בקבוק תבערה - בטחון': 1, 'חניה אסורה': 1, 'חניה בתחום מוגבל': 1, 'כייסות': 1, 'נשיאה וייצור סכינים ופגיונות': 1, 'נשקתחמושת וחמרי נפץ': 1, 'עבירות המיוחסות לדת': 1, 'עבירות כלפי המוסר': 1, 'עבירות מרמה': 1, 'עבירות קניין רוחני': 1, 'עבירות תוך נסיעה קלות': 1, 'שאר עבירות': 1, 'שוחד': 1}"
חיפה,10002.0,"{'גניבות אחרות': 1531, 'איומים': 1465, '(תקיפה (למעט עובדי ציבור': 1349, 'גרימת נזק לרכוש בזדון': 813, 'עבירות נגד הסדר הצבורי': 469, 'מרמה ועושק': 378, 'עבירות הנוגעות לנחלת משפט': 351, 'עבירות על חוק הכניסה לישראל': 329, 'גניבה מתוך רכב': 277, 'תקיפת והכשלת שוטר': 274, 'התפרצות לבית דירה': 231, 'עבירות פיסקליות': 231, 'הסגות גבול': 218, 'גניבה שמוש רכב ללא רשות': 207, 'חבלה גופנית חמורה': 165, 'שמוש בסמים מסוכנים': 144, 'החזקת סמים שלא לצריכה עצמית': 139, 'זיוף מסמכים והפצתם': 115, 'רשלנות ופחזות פלילית': 109, 'גניבת חלקי רכב': 99, 'התפרצות לבתי עסק ומוסדות': 93, 'הצתה': 76, 'שאר עבירות מרמה': 73, 'החזקת רכוש גנוב': 61, 'קטטות והפרעות ברחובות': 61, 'מטרד רעש וחסימת דרך': 58, 'סחריבוא ויצוא סמים': 56, 'עבירות אחרות כלפי בטחון': 55, 'הטרדה מינית': 43, 'גניבת אופניים': 41, 'מעשה מגונה בכח': 40, 'עבירות נגד המחשב': 38, 'שוד': 35, 'סחיטה': 28, 'פגיעה בפרטיות': 25, 'תקיפת עובדי צבור בתפקיד': 25, 'מעשה מגונה בפומבי': 24, 'אינוס בכח או באיומים': 21, 'משחקים אסורים והימורים': 21, 'שוד בנסיבות חמורות': 20, 'מלאכותתעשיותעסקים': 17, 'חטיפהכפייה ומאסר שווא': 15, 'גידולייצור והפקת-סמים': 13, 'עבירות על פקוח כלכלי': 13, 'שגיאת הזנה': 12, 'אחרים': 11, 'עבירות מנהליות אחרות': 11, 'עבירות סדר ציבורי': 9, 'החזקת כלי פריצה': 8, 'גניבה ע""י עובדים וסוכנים': 7, 'תקיפה לשם גניבה': 7, 'עבירות הנוגעות לנשואין': 6, 'עבירות טכניות': 6, 'אינוס ובעילה שלא כחוק': 4, 'ידוי אבנים': 4, 'כייסות': 4, 'נסיון לרצח': 4, 'סעיפי הגדרה': 4, 'רצח': 4, 'שכרות': 4, 'חטיפת ארנקים': 3, 'מעשה מגונה שלא בכח': 3, 'נהיגה בתקופת פסילה': 3, 'עבירות אחרות כלפי חיי אדם': 3, 'עבירות כלפי הרכוש': 3, 'עבירות על חוק עובדים זרים': 3, 'פרסום דברי תועבה': 3, 'תקיפת שוטר בנסיבות חמורות': 3, 'אי ציות לרמזור': 2, 'התקהלות או התאגדות': 2, 'נשקתחמושת וחמרי נפץ': 2, 'עבירות המיוחסות לדת': 2, 'אחר - כלפי גוף אדם': 1, 'אי נקיטת אמצעי בטיחות': 1, 'אי ציות לתמרור הוריה אחר': 1, 'אי שמירה על הימין': 1, 'בגידה ורגול': 1, 'הבאת אדם למעשה סדום': 1, 'הסתה': 1, 'הקמת מחסום': 1, 'זיוף כסף ובולים': 1, 'מרד והסתה למרד': 1, 'נסיעה לאחור': 1, 'עבירות כלפי המוסר': 1, 'עבירות על חוקי חרום': 1, 'עבירות קניין רוחני': 1, 'פניה לא נכונה': 1, 'קבלת רכוש גנוב': 1, 'שאר עבירות': 1, 'שדול למעשה זנות': 1, 'שוחד': 1}"
אשדוד,7046.0,"{'(תקיפה (למעט עובדי ציבור': 1197, 'איומים': 1097, 'גניבות אחרות': 745, 'גרימת נזק לרכוש בזדון': 597, 'עבירות הנוגעות לנחלת משפט': 457, 'עבירות נגד הסדר הצבורי': 395, 'מרמה ועושק': 211, 'עבירות על חוק הכניסה לישראל': 195, 'חבלה גופנית חמורה': 194, 'תקיפת והכשלת שוטר': 181, 'גניבה שמוש רכב ללא רשות': 161, 'הסגות גבול': 137, 'התפרצות לבתי עסק ומוסדות': 120, 'גניבה מתוך רכב': 110, 'עבירות פיסקליות': 94, 'התפרצות לבית דירה': 81, 'החזקת סמים שלא לצריכה עצמית': 74, 'רשלנות ופחזות פלילית': 63, 'גניבת חלקי רכב': 62, 'סחריבוא ויצוא סמים': 61, 'מעשה מגונה בכח': 59, 'זיוף מסמכים והפצתם': 58, 'פגיעה בפרטיות': 57, 'קטטות והפרעות ברחובות': 57, 'גניבת אופניים': 52, 'שאר עבירות מרמה': 52, 'הטרדה מינית': 49, 'הצתה': 34, 'מלאכותתעשיותעסקים': 29, 'עבירות אחרות כלפי בטחון': 26, 'שמוש בסמים מסוכנים': 23, 'סחיטה': 21, 'אינוס בכח או באיומים': 20, 'מעשה מגונה בפומבי': 18, 'עבירות נגד המחשב': 18, 'החזקת רכוש גנוב': 16, 'עבירות טכניות': 15, 'חטיפהכפייה ומאסר שווא': 14, 'מטרד רעש וחסימת דרך': 14, 'משחקים אסורים והימורים': 14, 'תקיפה לשם גניבה': 14, 'החזקת כלי פריצה': 11, 'פרסום דברי תועבה': 11, 'שוד': 10, 'גניבה ע""י עובדים וסוכנים': 9, 'עבירות על פקוח כלכלי': 9, 'עבירות אחרות כלפי חיי אדם': 7, 'עבירות הנוגעות לנשואין': 7, 'אחרים': 6, 'ידוי אבנים': 6, 'תקיפת עובדי צבור בתפקיד': 6, 'הפרעות במהלך בחירות תקין': 5, 'נהיגה בתקופת פסילה': 5, 'נסיון לרצח': 4, 'עבירות על חוק עובדים זרים': 4, 'שגיאת הזנה': 4, 'שוד בנסיבות חמורות': 4, 'תקיפת שוטר בנסיבות חמורות': 4, 'אינוס ובעילה שלא כחוק': 3, 'גידולייצור והפקת-סמים': 3, 'זיוף כסף ובולים': 3, 'מעשה מגונה שלא בכח': 3, 'שכרות': 3, 'גרימת מות ברשלנות': 2, 'סעיפי הגדרה': 2, 'עבירות כלפי המוסר': 2, 'עבירות מין': 2, 'עבירות נגד הסביבה': 2, 'עבירות תעבורה': 2, 'הכשלת עובד ציבור': 1, 'הסתה': 1, 'חובות מוסדות ובעלי מקצוע': 1, 'חטיפת ארנקים': 1, 'חניה אסורה': 1, 'כייסות': 1, 'מרד והסתה למרד': 1, 'נשיאה וייצור סכינים ופגיונות': 1, 'נשקתחמושת וחמרי נפץ': 1, 'עבירות מנהליות אחרות': 1, 'עבירות סדר ציבורי': 1, 'עבירות תוך נסיעה קלות': 1, 'קטטות והפרעות במוסדות': 1, 'שאר עבירות': 1, 'שוחד': 1}"
פתח תקווה,7004.0,"{'גניבה שמוש רכב ללא רשות': 1197, '(תקיפה (למעט עובדי ציבור': 973, 'איומים': 931, 'גניבות אחרות': 727, 'גרימת נזק לרכוש בזדון': 510, 'עבירות נגד הסדר הצבורי': 264, 'גניבה מתוך רכב': 230, 'עבירות על חוק הכניסה לישראל': 199, 'עבירות הנוגעות לנחלת משפט': 195, 'מרמה ועושק': 183, 'עבירות פיסקליות': 153, 'גניבת חלקי רכב': 87, 'הסגות גבול': 87, 'חבלה גופנית חמורה': 86, 'זיוף מסמכים והפצתם': 83, 'התפרצות לבית דירה': 78, 'תקיפת והכשלת שוטר': 76, 'סחריבוא ויצוא סמים': 71, 'התפרצות לבתי עסק ומוסדות': 64, 'רשלנות ופחזות פלילית': 64, 'שאר עבירות מרמה': 56, 'עבירות טכניות': 53, 'עבירות אחרות כלפי בטחון': 52, 'גניבת אופניים': 49, 'פגיעה בפרטיות': 43, 'מעשה מגונה בכח': 42, 'החזקת סמים שלא לצריכה עצמית': 41, 'הטרדה מינית': 35, 'הצתה': 30, 'בגידה ורגול': 24, 'הסתננות': 24, 'רצח': 24, 'מעשה מגונה בפומבי': 22, 'עבירות נגד המחשב': 22, 'שגיאת הזנה': 19, 'אינוס בכח או באיומים': 17, 'שמוש בסמים מסוכנים': 15, 'החזקת כלי פריצה': 14, 'פרסום דברי תועבה': 13, 'החזקת רכוש גנוב': 9, 'קטטות והפרעות ברחובות': 9, 'גידולייצור והפקת-סמים': 8, 'כייסות': 7, 'מטרד רעש וחסימת דרך': 7, 'מלאכותתעשיותעסקים': 7, 'עבירות כלפי הרכוש': 7, 'תקיפת עובדי צבור בתפקיד': 7, 'חטיפהכפייה ומאסר שווא': 6, 'חטיפת ארנקים': 6, 'סחיטה': 6, 'עבירות אחרות כלפי חיי אדם': 6, 'עבירות על פקוח כלכלי': 6, 'שוד': 6, 'גניבה ע""י עובדים וסוכנים': 4, 'מעשה מגונה שלא בכח': 4, 'סעיפי הגדרה': 4, 'ידוי אבנים': 3, 'משחקים אסורים והימורים': 3, 'עבירות כלפי המוסר': 3, 'תקיפה לשם גניבה': 3, 'אינוס ובעילה שלא כחוק': 2, 'זיוף כסף ובולים': 2, 'נהיגה בתקופת פסילה': 2, 'עבירות הקשורות בדיני עבודה': 2, 'עבירות מנהליות אחרות': 2, 'עבירות נגד גוף': 2, 'עבירות על חוקי חרום': 2, 'עבירות תעבורה': 2, 'אחרים': 1, 'אי ציות לרמזור': 1, 'גרימת מות ברשלנות': 1, 'הכשלת עובד ציבור': 1, 'הקמת מחסום': 1, 'חניה בתחום מוגבל': 1, 'משיכת שיק ללא כסוי': 1, 'עבירות הנוגעות לנשואין': 1, 'עבירות נגד הסביבה': 1, 'עבירות סדר ציבורי': 1, 'עבירות רשוי': 1, 'קטטות והפרעות במוסדות': 1, 'שוד בנסיבות חמורות': 1, 'שכרות': 1}"
נתניה,6697.0,"{'(תקיפה (למעט עובדי ציבור': 1011, 'איומים': 943, 'גניבות אחרות': 854, 'גרימת נזק לרכוש בזדון': 529, 'גניבה שמוש רכב ללא רשות': 505, 'גניבה מתוך רכב': 309, 'עבירות הנוגעות לנחלת משפט': 249, 'עבירות נגד הסדר הצבורי': 241, 'התפרצות לבתי עסק ומוסדות': 210, 'מרמה ועושק': 169, 'התפרצות לבית דירה': 163, 'חבלה גופנית חמורה': 131, 'עבירות על חוק הכניסה לישראל': 127, 'שמוש בסמים מסוכנים': 115, 'תקיפת והכשלת שוטר': 115, 'הסגות גבול': 80, 'גניבת אופניים': 78, 'עבירות פיסקליות': 78, 'החזקת סמים שלא לצריכה עצמית': 70, 'גניבת חלקי רכב': 69, 'זיוף מסמכים והפצתם': 55, 'סחריבוא ויצוא סמים': 52, 'שאר עבירות מרמה': 45, 'רשלנות ופחזות פלילית': 41, 'מעשה מגונה בכח': 39, 'החזקת כלי פריצה': 34, 'הצתה': 34, 'החזקת רכוש גנוב': 33, 'עבירות אחרות כלפי בטחון': 23, 'קטטות והפרעות ברחובות': 23, 'פגיעה בפרטיות': 22, 'עבירות טכניות': 20, 'עבירות על פקוח כלכלי': 20, 'הטרדה מינית': 18, 'עבירות נגד המחשב': 16, 'אינוס בכח או באיומים': 15, 'מלאכותתעשיותעסקים': 15, 'מעשה מגונה בפומבי': 15, 'שגיאת הזנה': 12, 'חטיפהכפייה ומאסר שווא': 9, 'סחיטה': 8, 'מטרד רעש וחסימת דרך': 7, 'תקיפת עובדי צבור בתפקיד': 7, 'פרסום דברי תועבה': 6, 'שוד': 6, 'נהיגה בתקופת פסילה': 5, 'תקיפה לשם גניבה': 5, 'משחקים אסורים והימורים': 4, 'אינוס ובעילה שלא כחוק': 3, 'גניבה ע""י עובדים וסוכנים': 3, 'זיוף כסף ובולים': 3, 'נסיון לרצח': 3, 'סעיפי הגדרה': 3, 'עבירות אחרות כלפי חיי אדם': 3, 'עבירות כלפי הרכוש': 3, 'עבירות על חוק עובדים זרים': 3, 'עבירות קניין רוחני': 3, 'שוד בנסיבות חמורות': 3, 'אחרים': 2, 'מעשה מגונה שלא בכח': 2, 'מרד והסתה למרד': 2, 'עבירות כלפי המוסר': 2, 'שאר עבירות': 2, 'שכרות': 2, 'תקיפת שוטר בנסיבות חמורות': 2, 'אי ציות לרמזור': 1, 'גידולייצור והפקת-סמים': 1, 'הקמת מחסום': 1, 'חטיפת ארנקים': 1, 'ידוי אבנים': 1, 'כייסות': 1, 'משיכת שיק ללא כסוי': 1, 'נשקתחמושת וחמרי נפץ': 1, 'עבירות כלכליות': 1, 'עבירות מין': 1, 'עבירות מנהליות אחרות': 1, 'עבירות מרמה': 1, 'עבירות נגד גוף': 1, 'עבירות נגד הסביבה': 1, 'עבירות סדר ציבורי': 1, 'פניה לא נכונה': 1, 'קטטות והפרעות במוסדות': 1, 'רצח': 1}"
ראשון לציון,7342.0,"{'איומים': 973, '(תקיפה (למעט עובדי ציבור': 963, 'גניבות אחרות': 790, 'גניבה שמוש רכב ללא רשות': 754, 'גרימת נזק לרכוש בזדון': 614, 'גניבה מתוך רכב': 360, 'עבירות נגד הסדר הצבורי': 301, 'מרמה ועושק': 255, 'עבירות הנוגעות לנחלת משפט': 253, 'גניבת חלקי רכב': 220, 'עבירות על חוק הכניסה לישראל': 157, 'עבירות פיסקליות': 127, 'תקיפת והכשלת שוטר': 123, 'חבלה גופנית חמורה': 107, 'התפרצות לבית דירה': 98, 'רשלנות ופחזות פלילית': 98, 'התפרצות לבתי עסק ומוסדות': 94, 'גניבת אופניים': 92, 'הסגות גבול': 92, 'עבירות טכניות': 84, 'החזקת סמים שלא לצריכה עצמית': 75, 'זיוף מסמכים והפצתם': 69, 'סחריבוא ויצוא סמים': 64, 'פגיעה בפרטיות': 43, 'שאר עבירות מרמה': 42, 'מעשה מגונה בכח': 38, 'הטרדה מינית': 34, 'עבירות נגד המחשב': 34, 'מלאכותתעשיותעסקים': 30, 'שגיאת הזנה': 28, 'הצתה': 25, 'עבירות אחרות כלפי בטחון': 23, 'כייסות': 21, 'קטטות והפרעות ברחובות': 21, 'אינוס בכח או באיומים': 18, 'שמוש בסמים מסוכנים': 17, 'החזקת כלי פריצה': 14, 'סחיטה': 13, 'עבירות אחרות כלפי חיי אדם': 12, 'מעשה מגונה בפומבי': 11, 'שוד בנסיבות חמורות': 11, 'החזקת רכוש גנוב': 9, 'אחרים': 8, 'ידוי אבנים': 8, 'סעיפי הגדרה': 8, 'פרסום דברי תועבה': 8, 'גניבה ע""י עובדים וסוכנים': 7, 'חטיפהכפייה ומאסר שווא': 7, 'עבירות הנוגעות לנשואין': 6, 'עבירות כלפי הרכוש': 6, 'רצח': 6, 'שוד': 6, 'תקיפת עובדי צבור בתפקיד': 6, 'אינוס ובעילה שלא כחוק': 4, 'גידולייצור והפקת-סמים': 4, 'זיוף כסף ובולים': 4, 'משחקים אסורים והימורים': 4, 'תקיפה לשם גניבה': 4, 'תקיפת שוטר בנסיבות חמורות': 4, 'אי נקיטת אמצעי בטיחות': 3, 'אי ציות לרמזור': 3, 'חטיפת ארנקים': 3, 'מטרד רעש וחסימת דרך': 3, 'עבירות על פקוח כלכלי': 3, 'גרימת מות ברשלנות': 2, 'חניה בתחום מוגבל': 2, 'משיכת שיק ללא כסוי': 2, 'נהיגה בתקופת פסילה': 2, 'עבירות קניין רוחני': 2, 'מהירות מופרזת לגבי החוק': 1, 'מעשה מגונה שלא בכח': 1, 'נהול או החזקת בית בושת': 1, 'נסיון לרצח': 1, 'עבירות מין': 1, 'עבירות נגד גוף': 1, 'עבירות נגד הסביבה': 1, 'עבירות על חוק עובדים זרים': 1, 'עבירות תעבורה': 1, 'קבלת רכוש גנוב': 1}"
